[?1034hType                                  Module                      Label             Process   
trigger::TriggerFilterObjectWithRefs   "hltL3crIsoL1sMu20Eta2p1L1f0L2f10QL3f24QL3trkIsoFiltered0p09"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3crIsoL1sMu25L1f0L2f10QL3f27QL3trkIsoFiltered0p09"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3crIsoL1sSingleMu16erL1f0L2f10QL3f17QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3crIsoL1sSingleMu16erL1f0L2f10QL3f17QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3crIsoL1sSingleMu16erL1f0L2f10QL3f17QL3trkIsoFiltered0p09"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fDimuonL1f0L2NVf10L3NoFiltersNoVtxDisplacedFiltered23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fDimuonL1f0L2NVf10L3NoFiltersNoVtxFiltered33"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fDimuonL1f0L2NVf16L3NoFiltersNoVtxDisplacedFiltered28"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fDimuonL1f0L2NVf16L3NoFiltersNoVtxFiltered38"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1Mu5EG20L1f5L2NVf12L3NoFiltersNoVtxDisplacedFiltered28"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1Mu5EG20L1f5L2NVf12L3NoFiltersNoVtxFiltered42"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sDoubleMu103p5L1f0L2f10L3Filtered17"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sDoubleMu103p5L1f0L2f10OneMuL3Filtered17"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sDoubleMu125L1f16erL2f10QL3Filtered17Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sL1Mu5EG20L1f5L2f7L3Filtered12"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sL1Mu5EG20ORL1Mu20EG10L1f5L2f7L3Filtered12"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sL1Mu5IsoEG18L1f5L2f7L3Filtered12"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sL1Mu5IsoEG18L1f5L2f7L3Filtered17"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu0L1f0L2f3QL3Filtered10Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu12L1f0L2f12L3Filtered17"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu12L1f0L2f12L3Filtered17TkIsoFiltered0p4"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu14erETM30L1f0L2f10QL3Filtered16Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu14erorMu16L1f0L2f0L3Filtered16"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16Eta2p1L1f0L2f10QL3Filtered20Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16Eta2p1L1f0L2f10QL3Filtered20QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16Eta2p1L1f0L2f10QL3Filtered20QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16Eta2p1L1f0Tkf20QL3trkIsoFiltered0p09"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16Eta2p1f0TkFiltered20Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16Eta2p1f0TkFiltered20QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16Eta2p1f0TkFiltered20QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16L1f0L2f10QEta2p1L3Filtered20Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16L1f0L2f10QEta2p1L3Filtered20QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16L1f0L2f10QEta2p1L3Filtered20QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16L1f0L2f10QL3Filtered20Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16L1f0L2f10QL3Filtered20QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16L1f0L2f10QL3Filtered20QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16L1f0L2f16L3Filtered24"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16L1f0L2f16L3Filtered24TkIsoFiltered0p4"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16L1f0Tkf20QL3trkIsoFiltered0p09"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16erIsoTau36erL1f0L2f10QL3Filtered17Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16erTauJet20erL1f0L2f10QL3Filtered17Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16erorMu20erL1f0L2f16QL3Filtered40Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16f0TkFiltered20Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16f0TkFiltered20QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16f0TkFiltered20QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16orMu20erorMu25L1f0L2f0L3Filtered25"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16orMu25L1f0L2f16QL3Filtered30Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16orMu25L1f0L2f16QL3Filtered45e2p1Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16orMu25L1f0L2f16QL3Filtered50Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16orMu25L1f0L2f25L3Filtered27"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu16orMu25L1f0L2f25L3Filtered30"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu20Eta2p1L1f0L2f10QL3Filtered24Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu20Eta2p1L1f0L2f10QL3f24QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu20Eta2p1L1f0L2f10QL3f24QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu20Eta2p1L1f0Tkf24QL3trkIsoFiltered0p09"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu20Eta2p1f0TkFiltered24Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu20Eta2p1f0TkFiltered24QL3f17QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu20Eta2p1f0TkFiltered24QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu20L1f0L2f20L3Filtered34"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu20L1f0L2f20L3Filtered34TkIsoFiltered0p4"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu25L1f0L2f10QL3Filtered27Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu25L1f0L2f10QL3Filtered27QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu25L1f0L2f10QL3Filtered27QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu25L1f0Tkf27QL3trkIsoFiltered0p09"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu25f0TkFiltered27Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu25f0TkFiltered27QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu25f0TkFiltered27QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu5EG20L1f5L2NVf16L3NoFiltersNoVtxDisplacedFiltered33"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu5EG20L1f5L2NVf16L3NoFiltersNoVtxFiltered38"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu5L1f0L2f3QL3Filtered15Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu5L1f0L2f3QL3Filtered15QL3pfecalIsoRhoFilteredEB0p13EE0p10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu5L1f0L2f3QL3Filtered15QL3pfhcalIsoRhoFiltered0p23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu5L1f0L2f3QL3Filtered15QL3trkIsoFiltered0p09"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu5L1f0L2f5L3Filtered8"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sMu5L1f0L2f5L3Filtered8TkIsoFiltered0p4"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fL1sSingleMu16erL1f0L2f10QL3Filtered17Q"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fLMu7p5TrackL3Filtered7p5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3fMu7p5L2Mu2L3Filtered7p5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL3pfL1sDoubleMu103p5L1f0L2pf0L3PreFiltered8"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4DisplacedDijetFullTracksHLTCaloJetTagFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4DisplacedDijetFullTracksHLTCaloJetTagFilterLowPt"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4DisplacedDijetFullTracksTightHLTCaloJetTagFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4DisplacedDijetFullTracksTightHLTCaloJetTagFilterFromVBF"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4DisplacedDijetFullTracksTightHLTCaloJetTagFilterFromVBFTightID"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4PromptDisplacedDijetFullTracksHLTCaloJetTagFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4PromptDisplacedDijetFullTracksHLTCaloJetTagFilterFromVBF"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4PromptDisplacedDijetFullTracksHLTCaloJetTagFilterLowPt"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4PromptHadronJetsFullTracksHLTCaloJetTagFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltL4PromptHadronJetsFullTracksHLTCaloJetTagFilterTightID"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltLowMassNonResonantTkVertexFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMET120"                 ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMET30"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMET50"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMET60"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMET70"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMET80"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMET90"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETClean120"            ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETClean30"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETClean40"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETClean50"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETClean60"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETClean70"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETClean75"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETClean80"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETClean90"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETCleanUsingJetID120"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETCleanUsingJetID30"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETCleanUsingJetID40"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETCleanUsingJetID50"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETCleanUsingJetID60"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETCleanUsingJetID70"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMETCleanUsingJetID80"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMHT70"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMHT80"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMHT90"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMHTNoPU90"              ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMatchedCentralPFJet115NHEF95Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMatchedCentralPFJet125NHEF95Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMatchedCentralPFJet140Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMatchedCentralPFJet150Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ISOClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ISOEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ISOHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ORClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1OREtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ORHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu14erPFMET120L2PreFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu14erPFMET120L3PreFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu14erPFMET120MuFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon30CaloIdLL1ISOClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon30CaloIdLL1ISOEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon30CaloIdLL1ISOHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon35CaloIdLL1ISOClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon35CaloIdLL1ISOEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon35CaloIdLL1ISOHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegL1MatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL2Filtered10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL3Filtered17"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL3IsoFiltered17"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegEtFilter"   ""                "HLT"     
